speaker,title,content,sentiment,symbol,quarter
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,"Thank you. Dominick Gabriele from Compass Point. You may go ahead, please.",0.0,V,2025Q1
Dominick Gabriele,Analyst,"Hey, thanks so much for taking my question. I was actually just curious if you heard through your partners on either the consumer or commercial side, if the threat of tariffs pushed up any commercial spending or consumer spending and if you've tracked that in the past? Thanks so much.",0.0,V,2025Q1
Ryan McInerney,CEO,"Yeah. We haven't seen anything directly related to that. And I think just like, I guess, broadening the question a bit. I think on tariffs broadly, we're going to have to wait and see what happens. I think it's going to be very difficult to predict what's going to get implemented, where it's going to get implemented. And as we see these things potentially get implemented, we'll have a better sense on what impact it has for our business and we can let you know then.",0.0,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Bryan Bergin with TD Cowen. Please go ahead.,0.0,V,2025Q1
Bryan Bergin,Analyst,"Hi, good afternoon. Thank you. I wanted to ask on commercial. I think I got 6% growth, so 1 point improvement there quarter-on-quarter. Can you talk more about the trends in commercial spend in Q1 and further improvement expected or I guess, sustainable here in the '25 outlook relative to what you saw in '24?",0.5,V,2025Q1
Chris Suh,CFO,"Thank you for your question. You are correct about the numbers. Commercial volumes increased from Q4 by just over 1 point. The growth in Q1 was supported by a few factors: favorable days mix both in the US and internationally, which was the opposite of what I mentioned in Q4 when the days mix acted as a headwind. I also noted stronger commercial cross-border volumes. Additionally, although small, there was less drag from ATS as it continues to develop. I mentioned strong results from client portfolios that aided cross-border volumes in Europe and Asia-Pacific, which also positively impacted commercial volumes. All of this contributed to our robust new flows revenue performance. This trend in commercial volumes is reflected in our Q2 guidance, and we expect them to remain steady, stable, and strong for the rest of the year.",0.7,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Dan Perlin with RBC Capital Markets. Please go ahead.,0.0,V,2025Q1
Dan Perlin,Analyst,"Thank you. I was curious if you could elaborate on the impact of the dollar's strength and its relationship with purchasing power parity. This seems relevant for cross-border activities, particularly for outbound from the U.S., which may be a challenge for incoming travelers. Additionally, I'm interested in how this affects spending patterns overall. It appears we might be in a strong period for a while, and I would like to know the extent to which this might provide a proportional benefit to your business. Thank you.",0.4,V,2025Q1
Ryan McInerney,CEO,"The dollar has significantly and rapidly strengthened. This means that Americans have greater purchasing power when traveling abroad. Historically, stronger dollar periods have led to changes in travel patterns, with more outbound travel from the US. Conversely, it becomes more expensive for international travelers to visit the US. In past instances of a stronger dollar, we've observed shifts in travel behavior, with fewer travelers choosing the US in favor of other destinations worldwide. However, it's still early in this current situation, and we will need to keep an eye on it. Despite changes in travel routes typically associated with a strengthening dollar, overall travel spending has generally remained stable. People just adjust their holiday plans to different locations, but this transition takes time. Currently, we are still in the early stages of this stronger dollar period, so if this trend continues, we will provide more insights in the upcoming quarters.",0.4,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Andrew Schmidt with Citi Global Markets. Please go ahead.,0.0,V,2025Q1
Andrew Schmidt,Analyst,"Hey, Ryan. Hey, Chris. Thanks for taking my questions. I just wanted to ask on the regulatory environment in the US. Obviously, a new regulatory regime here. Wondering just your view on that and just conversations maybe you've had with issuers or other parties, just trying to get a better sense. I know there's a few things going on in the US obviously. I'm curious how you're feeling. Thanks so much.",0.4,V,2025Q1
Ryan McInerney,CEO,"Yeah. We're optimistic. Our clients are optimistic. And I think what we've heard so far is that the administration wants to move quickly to reduce and simplify regulations, and they're doing it kind of with a goal of spurring economic growth, efficiency, innovation, all very good things. So, we're optimistic that these changes are going to reduce the regulatory burden for businesses in general in America, which is good for America and ultimately should be good for Visa. We're optimistic as our clients are that they're going to reduce the regulatory burden specifically in the financial sector, which will in turn help our FI clients accelerate digital payments and, in general, run their businesses more efficiently and more effectively, which is very good for them and which is in turn good for us. So, we're optimistic, but again, it's early, and we just have to see what gets implemented, where it gets implemented, and how quickly it does.",0.6,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Craig Maurer with FT Partners. Please go ahead.,0.0,V,2025Q1
Craig Maurer,Analyst,"Thank you for the question. I wanted to revisit the significant deal renewals you mentioned earlier and inquire about how the various revenue streams interact in these renewals. Specifically, I'm trying to understand the extent to which you are making pricing concessions during these large renewals or deal expansions. To what degree can you compensate for that with additional revenue or value-added services sold to these issuers? I realize this is a complex issue, but how much of this contributes to the growth we're observing in other revenue streams? Thank you.",0.3,V,2025Q1
Ryan McInerney,CEO,"First, reflecting on this quarter and the previous one, we have experienced tremendous success with clients globally. They continue to choose Visa because of our brand, products, innovation, people, and increasingly, our value-added services and new flows capabilities. To answer your question, when our teams engage with partners on renewal extensions and new business deals, it is significantly different from three or four years ago. The conversations with clients are now multifaceted and comprehensive, covering a wide range of services we can provide, including network services for debit and credit cards. More importantly, we are discussing processing, services, fraud and risk management, and expanding our historical relationships in consumer payments to include small-business cards, commercial cards, and fleet-specific priorities, as well as agricultural and various B2B verticals. This represents a different sales approach and negotiation style, and, as you noted, it involves multiple revenue levers that we didn't traditionally utilize. It varies by client and market depending on their priorities, but our teams are increasingly successful in building on deep historical relationships in consumer payments and using these renewal opportunities to expand our partnerships, particularly in new flows and VAS opportunities, thereby creating new revenue growth opportunities.",0.8,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Next question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Jeff Cantwell with Seaport Research Partners. Please go ahead.,0.0,V,2025Q1
Jeff Cantwell,Analyst,"Great. Thank you. Does the news this week on DeepSeek influence how you're thinking about your business strategy, possibly in terms of whether you're thinking about stepping up the usage of AI to help with managing internal costs or maybe in terms of whether you're thinking about using AI as a tool to support your growth and unlock new revenue opportunities? Because it does appear from an outsider's perspective, AI potentially could help improve operating efficiency and might even perhaps support some of your revenue areas like authorization or fraud prevention. So, wanted to ask you for your view on what DeepSeek and the rise of AI generally means for Visa as far as strategy and where do you see opportunity going forward? Thanks.",0.5,V,2025Q1
Ryan McInerney,CEO,"Yeah, we agree with you. Everything that's happening in the world, whether it's DeepSeek or the many, many things that have happened before or will happen after it, all are examples of opportunities for us broadly across Visa. We were very early adopters of artificial intelligence and we continue to drive hard at the adoption of generative AI as we have for the last couple of years. So, we've been working to embed AI and AI tooling into our company's operations. I guess, broadly we've seen material gains in productivity, particularly in our engineering teams. We've deployed AI tooling in client services, sales, finance, marketing, really everywhere across the company. And we were a very early adopter of applied AI in the analytics and modeling space. Very early by like decades, we've been using AI in that space. So, our data science and risk management teams have, at this point, decades of applied experience with AI and they're aggressively adopting the current generations of AI technology to enhance both our internal and our market-facing predictive and detective modeling capabilities. Our product teams are also aggressively adopting GAI to build and ship new products. I think I talked last quarter about data tokens, that's a great example. And just as the Internet itself fundamentally changed the way that we all shop and buy and the way commerce works itself, we deeply believe that AI is going to be a driving force that is going to change the way digital commerce works. And we have an amazing team of people that are working really hard to ensure that Visa plays a central and sustainable role in the next version of digital commerce, and I think we'll have more to say about that in future quarters.",0.8,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"Last question, please?",0.0,V,2025Q1
Operator,Operator,Thank you. Tien-Tsin Huang from JPMorgan. You may go ahead.,0.0,V,2025Q1
Tien-Tsin Huang,Analyst,"Thank you. I have a question and a clarification. Regarding Asia-Pac, it seems to be the only underperforming region, while growth elsewhere was strong. Is there an updated outlook for Asia-Pac? Additionally, can you share any shifts in perspective regarding the macro versus structural factors in that region? For my clarification, was the restructuring included in your previous guidance, and will the savings from that be reinvested quickly? I apologize if I missed that. Thank you.",0.4,V,2025Q1
Chris Suh,CFO,"Great, Tien. Okay, let me quickly address this. First, regarding the restructuring, we recorded a charge this quarter, which is included in our full-year guidance. We are primarily focusing on managing our expenses and do not anticipate another charge this year. Could you please remind me of your first question?",0.0,V,2025Q1
Ryan McInerney,CEO,Asia-Pac.,0.0,V,2025Q1
Chris Suh,CFO,"Yeah, sorry. So, AP growth, I think you characterized it right. It is moderately up from Q4, about 1 point, a little bit more than 1 point, but it still reflects a somewhat muted environment. So, it's growing at 1% in total, moving in the right direction, but still quite muted.",0.4,V,2025Q1
Jennifer Como,SVP and Global Head of Investor Relations,"And with that, we'd like to thank you for joining us today. If you have additional questions, please feel free to call or email our Investor Relations team. Thanks again, and have a great day.",0.0,V,2025Q1
Operator,Operator,"Thank you all for participating in Visa's fiscal first quarter 2025 earnings conference call. That concludes today's conference. You may now disconnect at this time, and please enjoy the rest of your day.",0.0,V,2025Q1
